52,0,-0.559705,-0.259623,1.73376,-nan,-nan,-nan
53,0,-0.558374,-0.259332,1.73368,-nan,-nan,-nan
54,0,-0.558823,-0.259767,1.73255,-nan,-nan,-nan
55,0,-0.559831,-0.260611,1.73376,-nan,-nan,-nan
57,0,-0.560718,-0.261364,1.73125,-nan,-nan,-nan
58,0,-0.559783,-0.260776,1.7318,-nan,-nan,-nan
59,0,-0.559053,-0.259971,1.72924,-nan,-nan,-nan
60,0,-0.559277,-0.259642,1.73148,-nan,-nan,-nan
61,0,-0.559623,-0.261641,1.72584,-nan,-nan,-nan
63,0,-0.560943,-0.25878,1.7388,-nan,-nan,-nan
64,0,-0.561634,-0.26035,1.73421,-nan,-nan,-nan
65,0,-0.561409,-0.259467,1.73741,-nan,-nan,-nan
66,0,-0.561273,-0.25977,1.73931,-nan,-nan,-nan
67,0,-0.560693,-0.260635,1.73555,-nan,-nan,-nan
68,0,-0.562092,-0.259666,1.7395,-0.255855,0.375659,1.70444
69,0,-0.562719,-0.260443,1.73856,-0.255855,0.375659,1.70444
70,0,-0.564653,-0.2607,1.73764,-0.255855,0.375659,1.70444
71,0,-0.56575,-0.260371,1.73706,-0.255855,0.375659,1.70444
72,0,-0.567233,-0.260152,1.73669,-0.255855,0.375659,1.70444
73,0,-0.568884,-0.26145,1.73318,-0.255855,0.375659,1.70444
74,0,-0.570791,-0.262837,1.73245,-0.255855,0.375659,1.70444
75,0,-0.571784,-0.260682,1.73402,-0.255855,0.375659,1.70444
76,0,-0.574327,-0.261619,1.73672,-0.255855,0.375659,1.70444
77,0,-0.575723,-0.261658,1.73645,-0.255855,0.375659,1.70444
78,0,-0.575838,-0.262981,1.73062,-0.255855,0.375659,1.70444
79,0,-0.577058,-0.262505,1.7322,-0.255855,0.375659,1.70444
80,0,-0.576896,-0.262801,1.73195,-0.255855,0.375659,1.70444
81,0,-0.579568,-0.263638,1.72641,-0.255855,0.375659,1.70444
82,0,-0.578728,-0.262169,1.73231,-0.255855,0.375659,1.70444
83,0,-0.577841,-0.263081,1.72637,-0.255855,0.375659,1.70444
84,0,-0.578155,-0.263831,1.72357,-0.255855,0.375659,1.70444
85,0,-0.578732,-0.265111,1.71911,-0.255855,0.375659,1.70444
86,0,-0.577695,-0.26572,1.72042,-0.255855,0.375659,1.70444
87,0,-0.576862,-0.265492,1.71764,-0.255855,0.375659,1.70444
88,0,-0.57536,-0.265061,1.71751,-0.255855,0.375659,1.70444
89,0,-0.574061,-0.265307,1.71702,-0.255855,0.375659,1.70444
90,0,-0.581057,-0.26953,1.73948,-0.255855,0.375659,1.70444
