73,0,-0.438116,0.277942,1.06547,0.0578949,0.252419,1.18124,0.830515,0.556995,0.00144704,0.181522,-0.268204,-0.946106,-0.526588,0.786018,-0.323854,105.827,10.4584,32.3767,0.55643,0.778231,0.237242,-0.168697
75,1,-0.429592,0.285746,1.06487,0.0578949,0.252419,1.18124,0.826757,0.562535,-0.00523131,0.156277,-0.238593,-0.958463,-0.540417,0.791599,-0.285169,103.979,8.99084,33.171,0.570744,0.76657,0.234424,-0.177951
76,1,-0.424529,0.29026,1.06801,0.0578949,0.252419,1.18124,0.813805,0.581138,-0.000198131,0.147495,-0.206876,-0.967185,-0.562109,0.787071,-0.254072,102.073,8.48177,34.6335,0.581562,0.754114,0.241552,-0.186413
78,1,-0.42433,0.2933,1.07005,0.0578949,0.252419,1.18124,0.814354,0.580298,-0.0090814,0.114089,-0.175409,-0.977863,-0.569045,0.79529,-0.20905,100.17,6.55109,34.9446,0.597891,0.74142,0.234141,-0.194939
79,1,-0.426132,0.296235,1.0683,0.0578949,0.252419,1.18124,0.821433,0.569767,-0.0247615,0.0674331,-0.140148,-0.987832,-0.566305,0.809768,-0.153544,98.0749,3.86656,34.5828,0.618009,0.727173,0.219068,-0.203207
81,1,-0.428581,0.300183,1.06817,0.0578949,0.252419,1.18124,0.834184,0.551001,-0.0231057,0.02801,-0.0841744,-0.996057,-0.550774,0.830248,-0.0856505,94.8304,1.60507,33.435,0.64505,0.707815,0.204507,-0.202694
83,1,-0.428243,0.30161,1.06824,0.0578949,0.252419,1.18124,0.848293,0.529423,0.0104886,0.0438114,-0.0504317,-0.997766,-0.527712,0.846857,-0.0659756,92.8935,2.51101,31.8852,0.658006,0.700839,0.204482,-0.184501
84,0,-0.428716,0.302944,1.06757,0.0578949,0.252419,1.18124,0.869525,0.492246,0.0402571,0.0610153,-0.026178,-0.997793,-0.490106,0.870063,-0.0527969,91.5029,3.49809,29.4077,0.669057,0.697943,0.198175,-0.161134
86,0,-0.429011,0.302579,1.06873,0.0578949,0.252419,1.18124,0.887202,0.459656,0.0398746,0.0648291,-0.0386281,-0.997148,-0.456805,0.887257,-0.06407,92.2184,3.71704,27.2432,0.667927,0.705319,0.185903,-0.147781
87,0,-0.427992,0.302048,1.0687,0.0578949,0.252419,1.18124,0.887435,0.456279,0.065342,0.0898852,-0.0322694,-0.995429,-0.452084,0.889252,-0.0696497,91.8567,5.157,26.9956,0.668116,0.705222,0.193614,-0.137099
89,0,-0.427906,0.301362,1.06792,0.0578949,0.252419,1.18124,0.88833,0.452338,0.0791231,0.103538,-0.0294305,-0.99419,-0.447381,0.891361,-0.0729782,91.6956,5.94294,26.7308,0.668192,0.705468,0.196988,-0.130501
91,1,-0.428357,0.301426,1.06844,0.0578949,0.252419,1.18124,0.887826,0.450573,0.0935383,0.118953,-0.0283491,-0.992495,-0.44454,0.892289,-0.0787661,91.6361,6.83169,26.5974,0.667216,0.706212,0.201613,-0.124255
92,0,-0.428696,0.302499,1.0693,0.0578949,0.252419,1.18124,0.886672,0.452277,0.0962246,0.115734,-0.0155929,-0.993158,-0.447682,0.891741,-0.0661698,90.8995,6.64599,26.7893,0.671735,0.701505,0.202426,-0.125251
94,1,-0.428616,0.304669,1.06799,0.0578949,0.252419,1.18124,0.869463,0.485994,0.0885659,0.0843794,0.0305431,-0.995965,-0.486738,0.873428,-0.0144518,88.2435,4.84034,29.2407,0.686577,0.680693,0.209482,-0.146238
