67.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.036580,-0.226713,0.137022,1.790551
68.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.032897,-0.228509,0.140592,1.791352
70.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.030402,-0.229083,0.142965,1.792140
71.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.028508,-0.229457,0.144817,1.792515
73.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.027183,-0.229779,0.146037,1.793110
75.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.024329,-0.230767,0.148742,1.794035
76.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.022989,-0.231250,0.149924,1.794861
78.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.022343,-0.231751,0.150361,1.795833
80.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.022158,-0.232235,0.150232,1.797236
81.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.022454,-0.232407,0.149863,1.797520
83.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.022780,-0.232482,0.149491,1.797686
85.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.022881,-0.232417,0.149407,1.797602
86.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.022951,-0.232290,0.149476,1.796976
88.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.022908,-0.232060,0.149768,1.795881
89.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.022755,-0.231845,0.149993,1.795586
91.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.022548,-0.231653,0.150253,1.795385
93.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.022614,-0.231340,0.150181,1.795427
94.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.022779,-0.231160,0.150015,1.795423
96.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.023309,-0.230889,0.149520,1.795224
97.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.023285,-0.231054,0.149535,1.795254
99.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.023368,-0.230897,0.149410,1.795441
100.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.023440,-0.230768,0.149360,1.795347
102.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.023391,-0.230644,0.149373,1.795524
103.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.023096,-0.230709,0.149586,1.795917
105.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.022843,-0.231201,0.149402,1.797877
106.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.021632,-0.231696,0.149891,1.801213
108.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.020318,-0.232414,0.150381,1.805008
109.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.019203,-0.233086,0.150744,1.808464
111.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.018364,-0.233568,0.150847,1.811823
112.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.018068,-0.233224,0.150898,1.812984
114.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.018240,-0.233251,0.150704,1.813060
115.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.018199,-0.233107,0.150742,1.813088
117.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.018010,-0.232975,0.150915,1.813189
118.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.017564,-0.233191,0.151245,1.813745
120.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.017114,-0.233346,0.151500,1.814657
121.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.016966,-0.233332,0.151563,1.815054
123.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.017220,-0.233322,0.151345,1.814868
124.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.017519,-0.233275,0.151068,1.814740
126.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.017614,-0.233097,0.151049,1.814401
127.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.017412,-0.233150,0.151328,1.814073
129.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.017301,-0.233160,0.151524,1.813703
130.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.017022,-0.233101,0.151843,1.813557
132.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.016661,-0.233095,0.152228,1.813491
133.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.016521,-0.233011,0.152392,1.813404
135.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.016525,-0.232807,0.152469,1.813053
136.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.016284,-0.232939,0.152722,1.813017
138.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.016489,-0.232964,0.152539,1.812896
139.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.016504,-0.233197,0.152509,1.812942
