58,0,-0.216105,0.134393,1.79216,-nan,-nan,-nan,0.60311,0.79762,0.00777304,0.195239,-0.138165,-0.970975,-0.773395,0.587122,-0.239055,98.0985,11.2587,52.0521,0.553599,0.703621,0.352768,-0.272029
60,0,-0.214662,0.138542,1.80244,-nan,-nan,-nan,0.622841,0.780778,0.0495516,0.225444,-0.118469,-0.967026,-0.749163,0.613474,-0.249809,96.9844,13.029,50.2605,0.560036,0.705535,0.356546,-0.247901
63,0,-0.216808,0.141007,1.81098,-nan,-nan,-nan,0.632524,0.77206,0.0619513,0.225433,-0.106987,-0.968367,-0.741009,0.626481,-0.24172,96.3046,13.0284,49.516,0.566528,0.703781,0.354334,-0.241218
64,0,-0.218406,0.141219,1.81037,-nan,-nan,-nan,0.651528,0.757787,0.0356369,0.210104,-0.135106,-0.968299,-0.72895,0.638361,-0.247239,97.9431,12.1284,48.21,0.56329,0.71307,0.33934,-0.243073
66,0,-0.220058,0.141055,1.8129,-nan,-nan,-nan,0.71905,0.694766,0.0163467,0.161157,-0.143817,-0.976394,-0.676014,0.70471,-0.215378,98.3791,9.27407,43.2331,0.583064,0.720806,0.296863,-0.228795
68,0,-0.220531,0.143773,1.81523,-nan,-nan,-nan,0.753995,0.656861,0.00504511,0.129965,-0.141646,-0.981349,-0.643895,0.740588,-0.192169,98.2132,7.46755,40.4966,0.595857,0.722463,0.272272,-0.221067
70,0,-0.221126,0.143472,1.81339,-nan,-nan,-nan,0.774244,0.632217,-0.0291048,0.0631477,-0.122928,-0.990404,-0.629729,0.764977,-0.135099,97.0753,3.6205,39.1231,0.615674,0.712789,0.243889,-0.231076
72,0,-0.222549,0.144387,1.81684,-nan,-nan,-nan,0.809901,0.585888,-0.0282065,0.0593974,-0.129758,-0.989765,-0.583551,0.799936,-0.139892,97.4689,3.40522,35.7736,0.620534,0.721032,0.223737,-0.212112
74,0,-0.221714,0.146871,1.81593,-nan,-nan,-nan,0.77348,0.633819,-0.00148584,0.076243,-0.0953698,-0.992518,-0.629218,0.76758,-0.122091,95.4886,4.37264,39.128,0.623703,0.705504,0.251615,-0.223494
76,0,-0.220895,0.148709,1.81461,-nan,-nan,-nan,0.729018,0.684248,0.0183793,0.0841037,-0.0628944,-0.99447,-0.679308,0.726532,-0.103399,93.6188,4.82448,42.9785,0.625045,0.688351,0.279055,-0.240041
78,0,-0.221756,0.147772,1.81669,-nan,-nan,-nan,0.782076,0.623177,0.00270971,0.051213,-0.0599367,-0.996888,-0.621075,0.779781,-0.0787899,93.4407,2.93558,38.4544,0.640966,0.692965,0.243299,-0.223087
80,0,-0.220715,0.147626,1.81457,-nan,-nan,-nan,0.756569,0.653913,-0.00103993,0.0521153,-0.0618819,-0.996722,-0.651833,0.754035,-0.0808968,93.5527,2.98734,40.747,0.635175,0.689084,0.256147,-0.236863
82,0,-0.219911,0.144652,1.81228,-nan,-nan,-nan,0.718829,0.695158,-0.00643762,0.0862022,-0.0983187,-0.991414,-0.689822,0.712102,-0.130598,95.6635,4.94516,43.8204,0.61031,0.697808,0.279934,-0.249445
85,0,-0.220301,0.145511,1.81441,-nan,-nan,-nan,0.719179,0.694748,-0.0103222,0.0692589,-0.0864604,-0.993845,-0.691364,0.714038,-0.110298,94.972,3.97142,43.8703,0.616932,0.692087,0.275979,-0.253468
87,0,-0.220545,0.146776,1.8151,-nan,-nan,-nan,0.725727,0.687758,-0.0175879,0.0534343,-0.0818346,-0.995212,-0.685905,0.721313,-0.0961395,94.7008,3.06302,43.3841,0.622044,0.689873,0.268597,-0.254935
89,0,-0.220118,0.147851,1.81581,-nan,-nan,-nan,0.710988,0.703108,-0.0115932,0.0558212,-0.0728657,-0.995778,-0.700985,0.707339,-0.091055,94.1851,3.19998,44.5941,0.621906,0.684637,0.277129,-0.260203
91,0,-0.221608,0.145409,1.82681,-nan,-nan,-nan,0.769846,0.63811,0.0123474,0.120745,-0.12662,-0.984575,-0.626704,0.759462,-0.174527,97.3283,6.93508,39.1478,0.605949,0.719547,0.263657,-0.213453
93,0,-0.223152,0.146804,1.83367,-nan,-nan,-nan,0.771993,0.635069,0.0267019,0.130995,-0.11785,-0.984353,-0.621986,0.763412,-0.17417,96.8271,7.52707,38.858,0.608271,0.718334,0.266611,-0.207175
95,0,-0.223083,0.146847,1.8341,-nan,-nan,-nan,0.764934,0.643284,0.0325762,0.120138,-0.0928031,-0.98841,-0.632806,0.759982,-0.148271,95.3639,6.90005,39.5999,0.617224,0.708168,0.269506,-0.211895
97,0,-0.222671,0.148509,1.83235,-nan,-nan,-nan,0.756545,0.653381,0.0270885,0.103666,-0.0789289,-0.991475,-0.645673,0.752903,-0.127447,94.5516,5.95034,40.4791,0.622529,0.700521,0.270173,-0.220759
99,0,-0.222646,0.14888,1.83282,-nan,-nan,-nan,0.754659,0.655944,0.0150729,0.079958,-0.069141,-0.994397,-0.651227,0.751636,-0.104626,93.9774,4.58615,40.7923,0.628668,0.694339,0.264965,-0.22905
101,0,-0.223357,0.153837,1.83245,-nan,-nan,-nan,0.770504,0.637027,0.0228113,0.0416567,-0.014611,-0.999025,-0.636073,0.770703,-0.0377943,90.8379,2.38745,39.5407,0.655381,0.675076,0.251336,-0.227109
103,0,-0.222952,0.154581,1.83152,-nan,-nan,-nan,0.761457,0.64812,0.0111068,0.0207077,-0.00719607,-0.99976,-0.647885,0.761504,-0.0189006,90.4124,1.18655,40.3928,0.658665,0.668497,0.250124,-0.238138
105,0,-0.223867,0.155347,1.83298,-nan,-nan,-nan,0.781928,0.623353,0.00438257,0.000415053,0.00650985,-0.999979,-0.623368,0.781913,0.00483151,89.627,0.0237808,38.5625,0.669565,0.665317,0.234388,-0.23259
107,0,-0.224197,0.153448,1.83381,-nan,-nan,-nan,0.769746,0.638342,0.00307761,0.0122476,-0.00994814,-0.999876,-0.638232,0.769688,-0.0154757,90.57,0.701753,39.6637,0.660364,0.66992,0.242787,-0.237026
109,0,-0.222422,0.154195,1.83196,-nan,-nan,-nan,0.748171,0.663475,-0.00649773,0.00799497,-0.018807,-0.999791,-0.663458,0.747962,-0.0193753,91.0777,0.458083,41.5658,0.653833,0.668273,0.251196,-0.25063
111,0,-0.222564,0.153736,1.83141,-nan,-nan,-nan,0.739587,0.673061,0.000719242,0.0184621,-0.0192187,-0.999645,-0.672808,0.739337,-0.02664,91.1014,1.05786,42.2931,0.650717,0.668103,0.258764,-0.251492
113,0,-0.224038,0.154847,1.83351,-nan,-nan,-nan,0.781683,0.623675,-0.00114423,-0.000555614,-0.00113828,-0.999999,-0.623676,0.781683,-0.000543249,90.0652,-0.0318343,38.5851,0.667083,0.667713,0.233303,-0.23394
116,0,-0.222159,0.151678,1.8329,-nan,-nan,-nan,0.729205,0.684291,0.00234203,0.0329138,-0.0316551,-0.998957,-0.683503,0.728521,-0.0456057,91.815,1.88616,43.1471,0.64264,0.672024,0.266808,-0.253399
117,0,-0.221821,0.149668,1.83174,-nan,-nan,-nan,0.717946,0.696075,0.00580969,0.0732342,-0.0672303,-0.995046,-0.692236,0.714815,-0.0992442,93.8653,4.19977,43.9555,0.62279,0.686371,0.280209,-0.25002
120,0,-0.22364,0.153527,1.83192,-nan,-nan,-nan,0.759268,0.650461,0.0203238,0.049951,-0.0271118,-0.998384,-0.648858,0.759056,-0.0530763,91.5555,2.86317,40.5167,0.647897,0.678133,0.258213,-0.231715
121,0,-0.224142,0.150556,1.83343,-nan,-nan,-nan,0.793124,0.608992,0.00914417,0.0500794,-0.0502437,-0.997481,-0.606998,0.791583,-0.0703474,92.8836,2.87054,37.4278,0.646632,0.691685,0.238212,-0.216086
123,0,-0.22444,0.150191,1.83281,-nan,-nan,-nan,0.802919,0.596068,0.00485472,0.0504814,-0.0598802,-0.996928,-0.593946,0.800698,-0.0781693,93.4373,2.8936,36.4916,0.645149,0.696593,0.23204,-0.211419
125,0,-0.223224,0.147667,1.83309,-nan,-nan,-nan,0.792695,0.609568,0.007857,0.0805231,-0.0919212,-0.992505,-0.604277,0.787387,-0.12195,95.2914,4.61864,37.3185,0.628256,0.708267,0.243584,-0.210521
127,0,-0.222054,0.145318,1.82984,0.33834,0.273352,1.3383,0.723921,0.689811,-0.00999789,0.0966529,-0.11576,-0.988564,-0.683079,0.714675,-0.150473,96.6789,5.54646,43.3373,0.603674,0.705364,0.278744,-0.245645
129,0,-0.224853,0.144739,1.8324,0.33834,0.273352,1.3383,0.80569,0.591662,-0.0282696,0.0616386,-0.131211,-0.989436,-0.589121,0.795437,-0.142185,97.554,3.53387,36.1743,0.618929,0.720952,0.226541,-0.214089
131,0,-0.224917,0.144923,1.83307,0.33834,0.273352,1.3383,0.798009,0.602341,-0.0191498,0.0785877,-0.135516,-0.987653,-0.597499,0.786652,-0.15548,97.8128,4.50739,36.8236,0.613802,0.72267,0.23556,-0.213323
133,0,-0.224499,0.145199,1.83194,0.33834,0.273352,1.3383,0.817187,0.576278,-0.0104098,0.0793325,-0.130349,-0.988289,-0.570887,0.806791,-0.152237,97.5136,4.5502,34.9381,0.619395,0.72453,0.226219,-0.200577
134,0,-0.224787,0.144787,1.83168,0.33834,0.273352,1.3383,0.819787,0.572591,-0.00943216,0.0874005,-0.141376,-0.98609,-0.56596,0.80756,-0.165943,98.1589,5.01408,34.6202,0.614912,0.72923,0.226263,-0.19726
136,0,-0.224561,0.145199,1.83183,0.33834,0.273352,1.3383,0.830421,0.557132,-0.00219089,0.0851968,-0.130872,-0.987732,-0.550584,0.820046,-0.156145,97.5476,4.88734,33.5451,0.621169,0.727571,0.22071,-0.189938
138,0,-0.224513,0.148055,1.8331,0.33834,0.273352,1.3383,0.826053,0.563582,0.00353956,0.072921,-0.10065,-0.992246,-0.558855,0.819906,-0.124239,95.7921,4.18178,34.0798,0.632685,0.716056,0.222225,-0.19388
140,0,-0.22475,0.14681,1.83398,0.33834,0.273352,1.3383,0.819742,0.572732,-0.00106776,0.0635983,-0.0928796,-0.993644,-0.569191,0.814464,-0.112562,95.3401,3.64637,34.7743,0.635276,0.711545,0.223574,-0.20036
141,0,-0.224856,0.148304,1.83442,0.33834,0.273352,1.3383,0.821901,0.569606,0.00529156,0.0723591,-0.0951857,-0.992826,-0.565017,0.816387,-0.119449,95.4764,4.1495,34.5066,0.63389,0.713536,0.224924,-0.19611
143,0,-0.224822,0.148764,1.83417,0.33834,0.273352,1.3383,0.836151,0.548496,-0.00184784,0.0600708,-0.094922,-0.993671,-0.5452,0.830748,-0.112318,95.4567,3.44387,33.1058,0.638144,0.714736,0.212864,-0.191346
145,0,-0.225564,0.1472,1.83392,0.33834,0.273352,1.3383,0.837948,0.545651,-0.010363,0.0475552,-0.0919199,-0.99463,-0.543673,0.832956,-0.102973,95.2801,2.72574,32.9761,0.640909,0.712889,0.208029,-0.194293
146,0,-0.22538,0.148382,1.83348,0.33834,0.273352,1.3383,0.834241,0.551336,-0.00846127,0.0521347,-0.0941442,-0.994193,-0.54893,0.828955,-0.107283,95.4094,2.98846,33.3449,0.638908,0.713384,0.211482,-0.195334
148,0,-0.225254,0.147209,1.83309,0.33834,0.273352,1.3383,0.825058,0.564873,-0.0140556,0.0491356,-0.0965043,-0.994119,-0.562907,0.819515,-0.107377,95.5446,2.8164,34.3043,0.636627,0.712204,0.215531,-0.202527
150,1,-0.225153,0.147316,1.83446,0.33834,0.273352,1.3383,0.820767,0.571186,-0.00942816,0.0559628,-0.0968186,-0.993727,-0.568516,0.815091,-0.111431,95.5647,3.20811,34.709,0.634925,0.712218,0.220139,-0.202868
151,1,-0.225194,0.14821,1.83556,0.33834,0.273352,1.3383,0.809131,0.587607,0.0050019,0.0770353,-0.0976309,-0.992237,-0.582557,0.803235,-0.124263,95.6195,4.41818,35.7531,0.629928,0.71257,0.233185,-0.202631
153,1,-0.224275,0.148577,1.83462,0.33834,0.273352,1.3383,0.777474,0.628913,-0.0018742,0.073815,-0.0942101,-0.992812,-0.624569,0.771747,-0.119669,95.4207,4.23314,38.776,0.625219,0.705576,0.248991,-0.221961
155,1,-0.22613,0.146585,1.8341,0.33834,0.273352,1.3383,0.843814,0.536604,-0.0058043,0.0793543,-0.135468,-0.987599,-0.530736,0.832889,-0.156892,97.8105,4.55145,32.1687,0.622787,0.730783,0.210719,-0.18355
157,0,-0.22221,0.147822,1.83305,0.33834,0.273352,1.3383,0.739689,0.672856,0.0111955,0.0993973,-0.0927859,-0.990712,-0.665568,0.733931,-0.135513,95.3505,5.70447,41.9807,0.614693,0.701425,0.275245,-0.23323
158,1,-0.22117,0.148013,1.83187,0.33834,0.273352,1.3383,0.63909,0.769059,-0.0106027,0.0745236,-0.075638,-0.994347,-0.765513,0.634687,-0.105653,94.35,4.27385,50.1431,0.603697,0.674607,0.31262,-0.287617
160,1,-0.225046,0.147555,1.83412,0.33834,0.273352,1.3383,0.799746,0.600302,0.0066029,0.0910524,-0.110418,-0.989706,-0.593393,0.792115,-0.142965,96.3659,5.22415,36.5745,0.621764,0.716437,0.241247,-0.20476
162,1,-0.223623,0.147535,1.83233,0.33834,0.273352,1.3383,0.775811,0.630822,0.0134601,0.103309,-0.105951,-0.98899,-0.622451,0.76866,-0.147367,96.1148,5.92973,38.7409,0.616947,0.712237,0.257685,-0.21376
164,1,-0.218434,0.14593,1.82847,0.33834,0.273352,1.3383,0.505185,0.862825,0.0179254,0.187253,-0.0893136,-0.978243,-0.842451,0.49755,-0.206686,95.2166,10.7925,59.0505,0.549815,0.671041,0.391212,-0.307182
165,1,-0.218479,0.146635,1.82829,0.33834,0.273352,1.3383,0.477055,0.878686,0.0181577,0.178748,-0.0767756,-0.980895,-0.860504,0.471187,-0.193689,94.4755,10.2968,60.9964,0.549225,0.660969,0.399956,-0.318603
167,1,-0.217188,0.145423,1.82001,0.33834,0.273352,1.3383,0.521732,0.853034,0.0113867,0.162428,-0.0862232,-0.982946,-0.837504,0.514683,-0.183542,95.0131,9.34785,58.0787,0.559457,0.669234,0.379337,-0.308606
169,1,-0.217875,0.145733,1.81869,0.33834,0.273352,1.3383,0.527101,0.849794,-0.00370132,0.150853,-0.0978539,-0.983701,-0.836306,0.517952,-0.179773,95.6808,8.67635,57.7779,0.558899,0.671701,0.37243,-0.312642
170,0,-0.217464,0.145989,1.81826,0.33834,0.273352,1.3383,0.505271,0.862868,-0.0126481,0.133457,-0.0926124,-0.986718,-0.852579,0.496872,-0.16195,95.362,7.66942,59.3474,0.559175,0.663294,0.375522,-0.32611
172,1,-0.217821,0.146268,1.81832,0.33834,0.273352,1.3383,0.496099,0.868065,-0.0186894,0.134453,-0.0980694,-0.986055,-0.857793,0.486668,-0.165366,95.6797,7.72697,59.9574,0.555127,0.663237,0.377888,-0.33038
174,1,-0.217818,0.146067,1.81811,0.33834,0.273352,1.3383,0.507848,0.861411,-0.00782033,0.144809,-0.0943144,-0.984954,-0.849188,0.499075,-0.172637,95.4697,8.3262,59.1189,0.556978,0.666108,0.377649,-0.321648
176,1,-0.216857,0.145551,1.81763,0.33834,0.273352,1.3383,0.496607,0.867787,0.0180722,0.174778,-0.0795819,-0.981386,-0.850196,0.490522,-0.191191,94.636,10.0657,59.7104,0.553587,0.664714,0.39211,-0.312963
178,1,-0.217814,0.145077,1.81829,0.33834,0.273352,1.3383,0.480336,0.877006,-0.011735,0.172792,-0.107738,-0.979048,-0.859896,0.468244,-0.20329,96.2798,9.95016,60.8124,0.540673,0.669209,0.392178,-0.32562
