56,0,-0.223956,0.139145,1.79245,-nan,-nan,-nan,0.599681,0.800082,0.0158791,0.198337,-0.129376,-0.971558,-0.775271,0.585774,-0.23627,97.5851,11.4397,52.2776,0.555436,0.700951,0.356095,-0.270844
58,0,-0.225765,0.142205,1.79865,-nan,-nan,-nan,0.593905,0.804406,-0.0144203,0.15953,-0.135313,-0.977876,-0.78856,0.578465,-0.20869,97.8783,9.17959,53.0147,0.558995,0.696044,0.346219,-0.288409
61,0,-0.227107,0.141039,1.80288,-nan,-nan,-nan,0.594877,0.799987,-0.0783669,0.0907112,-0.163683,-0.982334,-0.798682,0.577259,-0.169939,99.4601,5.20452,53.3204,0.561528,0.694352,0.320694,-0.31578
62,0,-0.226251,0.142912,1.80091,-nan,-nan,-nan,0.562354,0.816904,-0.128166,0.0320102,-0.176387,-0.9838,-0.826277,0.549141,-0.125341,100.165,1.83436,55.7613,0.561388,0.682657,0.310886,-0.349532
65,0,-0.223698,0.143498,1.79756,-nan,-nan,-nan,0.499925,0.848123,-0.175392,-0.018951,-0.191754,-0.98126,-0.865861,0.49388,-0.07979,101.057,-1.08588,59.999,0.554162,0.665483,0.311493,-0.391165
67,0,-0.218176,0.152063,1.80287,-nan,-nan,-nan,0.580656,0.811225,-0.0689394,-0.0545919,-0.0456907,-0.997463,-0.812317,0.582946,0.0177558,92.6227,-3.12944,54.4423,0.623041,0.634151,0.298286,-0.347416
68,0,-0.215851,0.156014,1.79932,-nan,-nan,-nan,0.545964,0.837232,-0.0310671,-0.103423,0.0305523,-0.994168,-0.831401,0.545993,0.10327,88.2398,-5.93633,56.7079,0.648033,0.594168,0.308755,-0.362889
70,0,-0.215223,0.15567,1.79688,-nan,-nan,-nan,0.488911,0.871592,-0.0359612,-0.136718,0.0358455,-0.989961,-0.861553,0.48892,0.136687,87.9263,-7.85796,60.4261,0.644485,0.573668,0.320253,-0.39113
73,0,-0.214693,0.154409,1.79919,-nan,-nan,-nan,0.487822,0.870067,-0.0708033,-0.162886,0.0110408,-0.986583,-0.857612,0.49281,0.147108,89.3588,-9.37447,60.3681,0.641477,0.576557,0.306639,-0.402568
75,0,-0.213806,0.154576,1.79752,-nan,-nan,-nan,0.385982,0.921272,-0.0477053,-0.0931296,-0.0125347,-0.995575,-0.917794,0.388716,0.0809596,90.7213,-5.34368,67.1906,0.602994,0.573924,0.360737,-0.420569
77,0,-0.213899,0.154125,1.79759,-nan,-nan,-nan,0.340532,0.939883,-0.0256304,-0.0357266,-0.0143054,-0.999259,-0.939554,0.341196,0.0287074,90.8202,-2.04742,70.0774,0.582008,0.575789,0.392573,-0.419071
79,0,-0.213914,0.153127,1.79645,-nan,-nan,-nan,0.291112,0.956595,-0.0134363,-0.00130964,-0.0136461,-0.999906,-0.956688,0.291102,-0.00271976,90.7819,-0.0750367,73.0754,0.564523,0.571725,0.41772,-0.424209
80,0,-0.213626,0.153137,1.79533,-nan,-nan,-nan,0.244512,0.969634,-0.00494416,0.0129437,-0.00836239,-0.999881,-0.96956,0.244419,-0.0145953,90.4792,0.741639,75.8458,0.55262,0.56291,0.436383,-0.432798
83,0,-0.21337,0.152772,1.79667,-nan,-nan,-nan,0.235997,0.971563,0.0192536,0.0259315,0.0135098,-0.999572,-0.971408,0.236395,-0.0220059,89.2257,1.48593,76.3449,0.553963,0.557784,0.447079,-0.426757
84,0,-0.211751,0.149273,1.7922,-nan,-nan,-nan,0.170178,0.985413,-0.000402039,0.107698,-0.0190046,-0.994002,-0.97951,0.169114,-0.109361,91.0953,6.18263,80.144,0.510346,0.569768,0.47963,-0.429961
86,0,-0.212572,0.146977,1.79085,0.155863,0.218223,1.08833,0.109136,0.994018,-0.00409265,0.145811,-0.0200815,-0.989109,-0.983274,0.107351,-0.14713,91.1631,8.38423,83.6665,0.485264,0.564878,0.504458,-0.436983
89,0,-0.212979,0.146132,1.79925,0.155863,0.218223,1.08833,0.101236,0.994853,0.00437082,0.206192,-0.0166837,-0.978369,-0.973261,0.0999479,-0.20682,90.9769,11.8993,84.0616,0.468437,0.575487,0.521752,-0.4209
90,0,-0.213701,0.146224,1.80918,0.155863,0.218223,1.08833,0.0940705,0.995397,0.0183252,0.227106,-0.00353408,-0.973864,-0.969316,0.0957736,-0.226393,90.2079,13.1268,84.4569,0.464796,0.575326,0.531222,-0.41324
92,0,-0.214178,0.146374,1.80873,0.155863,0.218223,1.08833,0.112095,0.993695,0.00218102,0.206274,-0.021122,-0.978266,-0.972052,0.110109,-0.207341,91.2369,11.9041,83.4218,0.470009,0.578913,0.5182,-0.418833
94,0,-0.21379,0.147359,1.80838,0.155863,0.218223,1.08833,0.121086,0.9925,0.016805,0.194833,-0.0071627,-0.98081,-0.973334,0.122037,-0.194239,90.4184,11.235,82.9086,0.479501,0.574997,0.516234,-0.415884
95,0,-0.21527,0.148499,1.80952,0.155863,0.218223,1.08833,0.0966951,0.995179,-0.0163994,0.148859,-0.030751,-0.98838,-0.984119,0.0931303,-0.151115,91.782,8.56081,84.3884,0.478234,0.565367,0.505883,-0.44242
97,0,-0.214518,0.152303,1.80843,0.155863,0.218223,1.08833,0.104824,0.99422,-0.0231867,0.0643719,-0.0300496,-0.997473,-0.992405,0.103067,-0.0671498,91.7256,3.69079,83.9704,0.501903,0.548184,0.482772,-0.463162
99,0,-0.214226,0.153097,1.81037,0.155863,0.218223,1.08833,0.0487371,0.998725,-0.0131349,0.0330796,-0.0147573,-0.999344,-0.998264,0.0482706,-0.0337566,90.846,1.89567,87.2049,0.500056,0.523749,0.492509,-0.482769
100,0,-0.214578,0.154277,1.80854,0.155863,0.218223,1.08833,0.00696043,0.999969,-0.00366329,0.0114869,-0.00374309,-0.999927,-0.99991,0.00691784,-0.0115126,90.2145,0.658166,89.6012,0.497922,0.505524,0.500202,-0.496304
