51,0,0.459056,-0.192389,1.87666,-nan,-nan,-nan
52,0,0.459083,-0.19214,1.87853,-nan,-nan,-nan
53,0,0.458674,-0.189397,1.88334,-nan,-nan,-nan
55,0,0.46057,-0.193379,1.87579,-nan,-nan,-nan
56,0,0.458867,-0.193033,1.87652,-nan,-nan,-nan
57,0,0.459969,-0.194069,1.87693,-nan,-nan,-nan
58,0,0.456096,-0.192411,1.87598,-nan,-nan,-nan
59,0,0.458315,-0.192249,1.87477,-nan,-nan,-nan
60,0,0.45939,-0.19295,1.87712,-0.0396739,0.412089,1.74557
62,0,0.456922,-0.192694,1.8762,-0.0396739,0.412089,1.74557
63,0,0.460626,-0.192362,1.87624,-0.0396739,0.412089,1.74557
64,0,0.459012,-0.191044,1.88125,-0.0396739,0.412089,1.74557
65,0,0.457945,-0.190945,1.87663,-0.0396739,0.412089,1.74557
66,0,0.460766,-0.193863,1.87507,-0.0396739,0.412089,1.74557
67,0,0.458145,-0.193398,1.87325,-0.0396739,0.412089,1.74557
68,0,0.459642,-0.192665,1.87587,-0.0396739,0.412089,1.74557
69,0,0.458897,-0.191909,1.8763,-0.0396739,0.412089,1.74557
70,0,0.458957,-0.191753,1.87548,-0.0396739,0.412089,1.74557
71,0,0.457687,-0.190198,1.87621,-0.0396739,0.412089,1.74557
72,0,0.45744,-0.190276,1.87596,-0.0396739,0.412089,1.74557
73,0,0.4579,-0.190559,1.8771,-0.0396739,0.412089,1.74557
74,0,0.458472,-0.190876,1.87684,-0.0396739,0.412089,1.74557
75,0,0.466778,-0.197545,1.87038,-0.0396739,0.412089,1.74557
76,0,0.460132,-0.192375,1.87766,-0.0396739,0.412089,1.74557
77,0,0.461765,-0.190282,1.87677,-0.0396739,0.412089,1.74557
78,0,0.465103,-0.193918,1.87141,-0.0396739,0.412089,1.74557
79,0,0.459126,-0.19208,1.87645,-0.0396739,0.412089,1.74557
80,0,0.459875,-0.190316,1.87964,-0.0396739,0.412089,1.74557
81,0,0.457502,-0.189274,1.88014,-0.0396739,0.412089,1.74557
82,0,0.464627,-0.192444,1.87238,-0.0396739,0.412089,1.74557
83,0,0.458133,-0.190562,1.87927,-0.0396739,0.412089,1.74557
84,0,0.459057,-0.190945,1.88012,-0.0396739,0.412089,1.74557
85,0,0.460209,-0.19258,1.87919,-0.0396739,0.412089,1.74557
86,0,0.460222,-0.189957,1.88117,-0.0396739,0.412089,1.74557
87,0,0.464694,-0.196257,1.87082,-0.0396739,0.412089,1.74557
88,0,0.458379,-0.190984,1.88005,-0.0396739,0.412089,1.74557
89,0,0.46596,-0.196408,1.87197,-0.0396739,0.412089,1.74557
90,0,0.458453,-0.190698,1.84732,-0.0396739,0.412089,1.74557
91,0,0.452527,-0.188433,1.85569,-0.0396739,0.412089,1.74557
92,0,0.454367,-0.189775,1.85488,-0.0396739,0.412089,1.74557
