101,0,-0.20542,-0.242026,1.64514
102,0,-0.221474,-0.244684,1.64352
103,0,-0.218299,-0.243371,1.64384
104,0,-0.222221,-0.242887,1.64333
105,0,-0.219681,-0.242379,1.63973
106,0,-0.217894,-0.244357,1.63964
107,0,-0.202819,-0.2425,1.64325
108,0,-0.206937,-0.240767,1.64618
109,0,-0.215426,-0.244252,1.64062
110,0,-0.222085,-0.241966,1.64139
111,0,-0.221592,-0.243917,1.64117
112,0,-0.220976,-0.243395,1.63876
113,0,-0.208436,-0.240583,1.64194
114,0,-0.220426,-0.244013,1.63995
115,0,-0.218335,-0.244309,1.641
116,0,-0.222734,-0.243175,1.63928
117,0,-0.221971,-0.243911,1.63734
118,0,-0.223078,-0.242069,1.63804
119,0,-0.222644,-0.241058,1.64045
120,0,-0.215927,-0.241879,1.64316
121,0,-0.220398,-0.242054,1.63812
122,0,-0.21517,-0.243997,1.6389
123,0,-0.214127,-0.242634,1.64235
124,0,-0.219462,-0.243831,1.64127
125,0,-0.214998,-0.243777,1.63743
126,0,-0.221321,-0.244256,1.63976
127,0,-0.214865,-0.243621,1.63638
128,0,-0.211897,-0.243493,1.63552
129,0,-0.214962,-0.243742,1.63719
130,0,-0.214965,-0.243734,1.63714
131,0,-0.217837,-0.244113,1.63716
132,0,-0.221593,-0.242349,1.63955
133,0,-0.22162,-0.243048,1.63951
134,0,-0.211003,-0.242658,1.64141
135,0,-0.220694,-0.243761,1.63973
136,0,-0.2196,-0.241658,1.63843
137,0,-0.2228,-0.243213,1.64198
138,0,-0.220362,-0.243545,1.63732
139,0,-0.21805,-0.243011,1.63756
140,0,-0.204533,-0.239586,1.64607
141,0,-0.21887,-0.242021,1.64341
142,0,-0.216388,-0.241526,1.64454
143,0,-0.219888,-0.244125,1.64175
144,0,-0.223638,-0.24231,1.64308
145,0,-0.204588,-0.240157,1.64639
146,0,-0.220739,-0.243948,1.63987
147,0,-0.206716,-0.241456,1.64181
148,0,-0.216905,-0.242033,1.64366
149,0,-0.211796,-0.243356,1.64183
150,0,-0.221572,-0.243357,1.64224
151,0,-0.216678,-0.242676,1.64344
152,0,-0.225243,-0.244431,1.64515
153,0,-0.205384,-0.241294,1.64509
154,0,-0.182445,-0.233925,1.65283
155,0,-0.221543,-0.239869,1.64433
156,0,-0.226975,-0.241873,1.64723
157,0,-0.178117,-0.235283,1.64828
158,1,-0.207703,-0.241757,1.64491
159,1,-0.205914,-0.241901,1.64583
160,0,-0.217487,-0.243175,1.64308
161,0,-0.212123,-0.241129,1.64451
162,1,-0.208822,-0.241018,1.65168
163,1,-0.202563,-0.241795,1.64884
164,1,-0.206552,-0.240328,1.64876
165,1,-0.207052,-0.240619,1.64839
166,1,-0.205838,-0.242239,1.6446
167,1,-0.206391,-0.240381,1.64963
168,1,-0.210953,-0.242566,1.64808
169,1,-0.20733,-0.240585,1.64569
170,1,-0.210395,-0.240674,1.64529
171,1,-0.20561,-0.240643,1.64824
172,0,-0.218135,-0.241528,1.6442
173,0,-0.206103,-0.240852,1.64323
174,1,-0.205689,-0.240068,1.64445
175,1,-0.20303,-0.240162,1.6436
176,0,-0.217317,-0.242493,1.64276
177,0,-0.203269,-0.241572,1.64817
