65.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.045810,-0.439607,0.284961,1.071154
66.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.044704,-0.434102,0.285406,1.074591
68.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.043058,-0.431645,0.286547,1.077193
70.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.042469,-0.430525,0.286961,1.078115
71.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.041769,-0.429988,0.287607,1.078466
73.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.040330,-0.427758,0.288685,1.080387
75.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.039128,-0.427762,0.289723,1.081255
77.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.038448,-0.428114,0.290455,1.081073
78.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.037580,-0.428279,0.291319,1.081178
80.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.037453,-0.428387,0.291363,1.081559
82.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.037128,-0.428526,0.291546,1.082223
83.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.037079,-0.428599,0.291571,1.082329
85.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.037236,-0.428742,0.291319,1.082733
87.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.037401,-0.429543,0.290981,1.083436
89.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.037252,-0.430131,0.291023,1.083898
90.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.037632,-0.430792,0.290628,1.083880
92.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.038042,-0.431872,0.290074,1.084415
94.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.038084,-0.433113,0.289881,1.085007
96.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.037842,-0.434127,0.289978,1.085619
97.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.037821,-0.435615,0.289905,1.085950
99.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.037672,-0.437121,0.289987,1.086170
101.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.037161,-0.438246,0.290471,1.086277
103.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.036028,-0.439658,0.291234,1.087974
104.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.033958,-0.441920,0.292583,1.091292
106.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.031224,-0.443942,0.294385,1.095645
107.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.028194,-0.445671,0.296444,1.100229
109.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.025698,-0.447279,0.298014,1.104554
111.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.024485,-0.448456,0.298716,1.106903
112.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.024597,-0.448618,0.298518,1.107270
114.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.025266,-0.449226,0.297865,1.107082
115.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.026369,-0.450019,0.296786,1.106804
117.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.027193,-0.450836,0.296040,1.106313
119.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.027930,-0.451624,0.295421,1.105652
120.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.028294,-0.452347,0.295157,1.105115
122.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.028530,-0.452756,0.295047,1.104498
123.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.028714,-0.453185,0.295031,1.103699
125.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.028796,-0.454006,0.295084,1.103034
127.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.028736,-0.455184,0.295179,1.102810
128.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.028912,-0.456540,0.295043,1.102523
130.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.028981,-0.457999,0.295081,1.101945
131.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.028592,-0.459213,0.295615,1.101259
133.000000,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.028629,-0.460394,0.295648,1.100863
