490,0,0.47729,-0.209745,1.88282,-nan,-nan,-nan
491,1,-nan,-nan,-nan,-nan,-nan,-nan
493,1,-nan,-nan,-nan,-nan,-nan,-nan
494,1,-nan,-nan,-nan,-nan,-nan,-nan
495,1,-nan,-nan,-nan,-nan,-nan,-nan
496,0,0.477294,-0.208618,1.8837,-nan,-nan,-nan
497,0,0.477224,-0.209588,1.88251,0.0838064,-0.453386,1.39457
498,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
499,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
500,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
501,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
502,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
503,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
504,0,0.477974,-0.20974,1.884,0.0838064,-0.453386,1.39457
505,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
506,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
507,0,0.478934,-0.209615,1.8843,0.0838064,-0.453386,1.39457
508,0,0.47821,-0.209028,1.87988,0.0838064,-0.453386,1.39457
509,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
510,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
511,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
512,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
513,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
514,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
515,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
516,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
517,0,0.477993,-0.210137,1.88474,0.0838064,-0.453386,1.39457
518,0,0.477657,-0.209798,1.88308,0.0838064,-0.453386,1.39457
519,0,0.47633,-0.20988,1.88157,0.0838064,-0.453386,1.39457
520,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
521,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
522,0,0.475279,-0.209476,1.8831,0.0838064,-0.453386,1.39457
523,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
524,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
525,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
526,0,0.476909,-0.209854,1.8873,0.0838064,-0.453386,1.39457
527,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
528,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
529,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
530,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
531,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
532,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
533,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
534,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
535,0,0.477171,-0.209593,1.88418,0.0838064,-0.453386,1.39457
536,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
537,1,-nan,-nan,-nan,0.0838064,-0.453386,1.39457
538,0,0.476388,-0.208756,1.88072,0.0838064,-0.453386,1.39457
