1175,0,0.47827,-0.209682,1.887,-nan,-nan,-nan
1176,1,-nan,-nan,-nan,-nan,-nan,-nan
1177,1,-nan,-nan,-nan,-nan,-nan,-nan
1178,1,-nan,-nan,-nan,-nan,-nan,-nan
1179,1,-nan,-nan,-nan,-nan,-nan,-nan
1180,1,-nan,-nan,-nan,-nan,-nan,-nan
1182,1,-nan,-nan,-nan,-nan,-nan,-nan
1183,1,-nan,-nan,-nan,-nan,-nan,-nan
1184,0,0.483586,-0.208123,1.88611,-nan,-nan,-nan
1185,1,-nan,-nan,-nan,-nan,-nan,-nan
1186,0,0.484497,-0.208065,1.88559,-nan,-nan,-nan
1187,1,-nan,-nan,-nan,-nan,-nan,-nan
1188,0,0.47554,-0.210055,1.88787,-nan,-nan,-nan
1190,0,0.479438,-0.21001,1.88565,-nan,-nan,-nan
1191,1,-nan,-nan,-nan,-nan,-nan,-nan
1192,0,0.484055,-0.208325,1.88794,-nan,-nan,-nan
1193,1,-nan,-nan,-nan,-nan,-nan,-nan
1194,1,-nan,-nan,-nan,-nan,-nan,-nan
1195,1,-nan,-nan,-nan,-nan,-nan,-nan
1197,1,-nan,-nan,-nan,-nan,-nan,-nan
1198,1,-nan,-nan,-nan,-nan,-nan,-nan
1199,0,0.476997,-0.209657,1.88824,-nan,-nan,-nan
1200,1,-nan,-nan,-nan,-nan,-nan,-nan
1201,1,-nan,-nan,-nan,-nan,-nan,-nan
1202,0,0.479544,-0.210401,1.889,-nan,-nan,-nan
1204,1,-nan,-nan,-nan,-nan,-nan,-nan
1205,0,0.478044,-0.209493,1.88644,-nan,-nan,-nan
1206,0,0.47463,-0.210086,1.88739,-nan,-nan,-nan
1207,0,0.486337,-0.208241,1.88719,-nan,-nan,-nan
1208,0,0.476391,-0.209787,1.88875,-nan,-nan,-nan
1209,0,0.478166,-0.210209,1.88958,-nan,-nan,-nan
1210,1,-nan,-nan,-nan,-nan,-nan,-nan
1211,0,0.47924,-0.210622,1.88689,-nan,-nan,-nan
1213,0,0.478782,-0.210051,1.8895,-nan,-nan,-nan
1214,1,-nan,-nan,-nan,-nan,-nan,-nan
1215,1,-nan,-nan,-nan,-nan,-nan,-nan
1216,1,-nan,-nan,-nan,-nan,-nan,-nan
1217,1,-nan,-nan,-nan,-nan,-nan,-nan
1218,1,-nan,-nan,-nan,-nan,-nan,-nan
1219,1,-nan,-nan,-nan,-nan,-nan,-nan
1221,0,0.479383,-0.210129,1.89138,-nan,-nan,-nan
1222,1,-nan,-nan,-nan,-nan,-nan,-nan
1223,0,0.486334,-0.208945,1.88362,-nan,-nan,-nan
1224,1,-nan,-nan,-nan,-nan,-nan,-nan
1225,0,-nan,-nan,-nan,-nan,-nan,-nan
1226,0,0.478902,-0.209921,1.88664,-nan,-nan,-nan
1227,1,-nan,-nan,-nan,-nan,-nan,-nan
1229,1,-nan,-nan,-nan,-nan,-nan,-nan
1230,1,-nan,-nan,-nan,-nan,-nan,-nan
1231,1,-nan,-nan,-nan,-nan,-nan,-nan
1232,1,-nan,-nan,-nan,-nan,-nan,-nan
1233,0,0.485806,-0.208623,1.89065,-nan,-nan,-nan
1235,1,-nan,-nan,-nan,-nan,-nan,-nan
1236,1,-nan,-nan,-nan,-nan,-nan,-nan
1237,1,-nan,-nan,-nan,-nan,-nan,-nan
1238,1,-nan,-nan,-nan,-nan,-nan,-nan
1239,0,0.477081,-0.209838,1.88941,-nan,-nan,-nan
1241,0,0.478961,-0.209964,1.88878,-nan,-nan,-nan
1242,0,0.480136,-0.210644,1.89228,-nan,-nan,-nan
1243,0,0.477899,-0.210108,1.89006,-nan,-nan,-nan
1244,1,-nan,-nan,-nan,-nan,-nan,-nan
1245,0,0.479048,-0.210094,1.89042,-nan,-nan,-nan
1246,0,0.477129,-0.210534,1.89217,-nan,-nan,-nan
