1979,0,0.479487,-0.210264,1.88733,-nan,-nan,-nan
1980,0,0.477913,-0.210151,1.88997,-nan,-nan,-nan
1981,0,0.477136,-0.209908,1.88814,-nan,-nan,-nan
1982,0,-nan,-nan,-nan,-nan,-nan,-nan
1983,0,-nan,-nan,-nan,-nan,-nan,-nan
1984,0,0.477566,-0.209754,1.88844,-nan,-nan,-nan
1985,0,0.475582,-0.210666,1.89059,-nan,-nan,-nan
1986,0,0.47698,-0.209381,1.88791,-nan,-nan,-nan
1987,0,0.482923,-0.207806,1.885,-nan,-nan,-nan
1989,0,0.481582,-0.208,1.885,-nan,-nan,-nan
1990,0,0.484306,-0.208022,1.8852,-nan,-nan,-nan
1991,0,0.473675,-0.210307,1.89562,-nan,-nan,-nan
1992,0,0.480201,-0.207635,1.88991,-nan,-nan,-nan
1993,0,0.478557,-0.209406,1.88937,-nan,-nan,-nan
1994,0,-nan,-nan,-nan,-nan,-nan,-nan
1995,0,0.479724,-0.209213,1.88291,-nan,-nan,-nan
1996,0,-nan,-nan,-nan,-nan,-nan,-nan
1997,0,0.479423,-0.209663,1.89066,-nan,-nan,-nan
1999,0,0.478,-0.209844,1.89209,-nan,-nan,-nan
2000,0,0.477642,-0.210338,1.88997,-nan,-nan,-nan
2001,0,0.476923,-0.20968,1.89053,-nan,-nan,-nan
2002,0,0.479186,-0.210357,1.88727,-nan,-nan,-nan
2003,0,0.481259,-0.20799,1.89036,-nan,-nan,-nan
2004,0,0.477099,-0.210162,1.88875,-nan,-nan,-nan
2005,0,-nan,-nan,-nan,-nan,-nan,-nan
2006,0,0.476365,-0.210412,1.88713,-nan,-nan,-nan
2007,0,0.478059,-0.210017,1.88603,-nan,-nan,-nan
2008,0,0.477685,-0.210342,1.88747,-nan,-nan,-nan
2010,0,0.478501,-0.20811,1.886,-nan,-nan,-nan
2011,0,0.481341,-0.208174,1.88816,-nan,-nan,-nan
2012,0,0.477452,-0.209737,1.89021,-nan,-nan,-nan
2013,0,0.478482,-0.210183,1.88836,-nan,-nan,-nan
2014,0,0.476615,-0.210039,1.88805,-nan,-nan,-nan
2015,0,0.477186,-0.210616,1.89298,-nan,-nan,-nan
2017,0,0.475267,-0.207888,1.89155,-nan,-nan,-nan
2018,0,0.479643,-0.208529,1.88979,-nan,-nan,-nan
2019,1,-nan,-nan,-nan,-nan,-nan,-nan
2020,0,0.482734,-0.207688,1.88383,-nan,-nan,-nan
2021,0,0.475582,-0.210133,1.88974,-nan,-nan,-nan
2022,0,0.478606,-0.210188,1.89197,-nan,-nan,-nan
2023,0,0.477621,-0.209822,1.89335,-nan,-nan,-nan
2024,0,0.488449,-0.207306,1.88431,-nan,-nan,-nan
2025,0,0.480346,-0.210058,1.88639,-nan,-nan,-nan
2026,0,0.481683,-0.210057,1.88631,-nan,-nan,-nan
2027,0,0.486676,-0.207493,1.8824,-nan,-nan,-nan
2028,0,0.477674,-0.209339,1.88946,-nan,-nan,-nan
2030,0,0.477214,-0.209957,1.88892,-nan,-nan,-nan
2031,0,0.476564,-0.209739,1.89164,-nan,-nan,-nan
2032,0,-nan,-nan,-nan,-nan,-nan,-nan
2033,0,0.479334,-0.208735,1.8866,-nan,-nan,-nan
2034,0,0.481847,-0.209609,1.88744,-nan,-nan,-nan
2035,0,0.477902,-0.210299,1.88673,-nan,-nan,-nan
2037,0,0.479903,-0.210588,1.88903,-nan,-nan,-nan
2038,0,0.476345,-0.20991,1.88941,-nan,-nan,-nan
2039,0,0.483689,-0.208184,1.88667,-nan,-nan,-nan
2040,0,0.483029,-0.207798,1.88483,-nan,-nan,-nan
2041,0,-nan,-nan,-nan,-nan,-nan,-nan
2042,0,0.479581,-0.210351,1.89094,-nan,-nan,-nan
2043,0,0.477484,-0.210227,1.89022,-nan,-nan,-nan
2044,0,0.482767,-0.209523,1.88387,-nan,-nan,-nan
2045,0,0.477434,-0.209702,1.88958,-nan,-nan,-nan
2046,0,0.477049,-0.210319,1.8885,-nan,-nan,-nan
