2052,0,0.483641,-0.208178,1.88661,-nan,-nan,-nan
2054,0,0.482839,-0.210792,1.89441,-nan,-nan,-nan
2055,0,0.487133,-0.209491,1.88678,-nan,-nan,-nan
2056,0,0.483148,-0.208416,1.89037,-nan,-nan,-nan
2057,0,0.480142,-0.210506,1.88952,-nan,-nan,-nan
2058,0,0.480069,-0.210033,1.89152,-nan,-nan,-nan
2060,0,0.478337,-0.20978,1.89311,-nan,-nan,-nan
2061,0,0.478994,-0.210175,1.89069,-nan,-nan,-nan
2062,0,0.483955,-0.208307,1.88778,-nan,-nan,-nan
2063,1,-nan,-nan,-nan,-nan,-nan,-nan
2065,0,0.481235,-0.210719,1.88932,-nan,-nan,-nan
2066,0,0.484835,-0.20848,1.88935,-nan,-nan,-nan
2067,0,0.483289,-0.20848,1.89095,-nan,-nan,-nan
2068,0,0.484114,-0.208374,1.88839,-nan,-nan,-nan
2069,0,0.484437,-0.208509,1.88961,-nan,-nan,-nan
2070,0,0.479986,-0.210334,1.89286,-nan,-nan,-nan
2071,0,0.484272,-0.208441,1.889,-nan,-nan,-nan
2073,0,0.47772,-0.209537,1.89303,-nan,-nan,-nan
2074,0,0.485125,-0.208266,1.88741,-nan,-nan,-nan
2075,0,0.478938,-0.209935,1.89439,-nan,-nan,-nan
2076,0,0.483806,-0.208239,1.88717,-nan,-nan,-nan
2078,0,0.476189,-0.20994,1.89454,-nan,-nan,-nan
2079,0,0.478683,-0.209692,1.89244,-nan,-nan,-nan
2080,0,0.479457,-0.210679,1.89635,-nan,-nan,-nan
2081,0,0.477646,-0.210086,1.89397,-nan,-nan,-nan
2082,0,0.484275,-0.208441,1.889,-nan,-nan,-nan
2084,0,0.479385,-0.210098,1.89463,-nan,-nan,-nan
2085,0,0.478349,-0.209964,1.89369,-nan,-nan,-nan
2086,0,0.482668,-0.208224,1.88863,-nan,-nan,-nan
2087,1,-nan,-nan,-nan,-nan,-nan,-nan
2088,0,0.479796,-0.2104,1.89431,-nan,-nan,-nan
2089,0,0.488091,-0.209917,1.89061,-nan,-nan,-nan
2091,1,-nan,-nan,-nan,-nan,-nan,-nan
2092,0,0.484881,-0.208705,1.89139,-nan,-nan,-nan
2093,0,0.490211,-0.209633,1.88483,-nan,-nan,-nan
2094,0,0.478172,-0.209556,1.89422,-nan,-nan,-nan
2096,0,0.478869,-0.210308,1.89624,-nan,-nan,-nan
2097,0,0.48473,-0.208638,1.89078,-nan,-nan,-nan
2098,0,0.478493,-0.210396,1.88851,-nan,-nan,-nan
2099,0,0.48145,-0.210672,1.88918,-nan,-nan,-nan
2100,0,0.478131,-0.209904,1.8912,-nan,-nan,-nan
2102,0,0.478324,-0.210218,1.891,-nan,-nan,-nan
2103,0,0.477617,-0.210246,1.8939,-nan,-nan,-nan
2104,0,0.478323,-0.210191,1.89034,-nan,-nan,-nan
2105,0,0.478111,-0.210113,1.89669,-nan,-nan,-nan
2106,0,0.483799,-0.208239,1.88717,-nan,-nan,-nan
2108,0,0.484084,-0.208368,1.88833,-nan,-nan,-nan
2109,0,0.477535,-0.210098,1.89288,-nan,-nan,-nan
2110,0,0.486417,-0.208297,1.88769,-nan,-nan,-nan
2111,1,-nan,-nan,-nan,-nan,-nan,-nan
2112,0,0.483639,-0.208172,1.88656,-nan,-nan,-nan
2113,0,0.483009,-0.210985,1.89314,-nan,-nan,-nan
2114,0,0.481164,-0.210729,1.88914,-nan,-nan,-nan
2116,1,-nan,-nan,-nan,-nan,-nan,-nan
2117,1,-nan,-nan,-nan,-nan,-nan,-nan
2118,0,0.479111,-0.209865,1.89403,-nan,-nan,-nan
2119,0,0.480791,-0.2105,1.89075,-nan,-nan,-nan
2120,0,0.484098,-0.208374,1.88839,-nan,-nan,-nan
2122,0,0.484669,-0.208409,1.88871,-nan,-nan,-nan
2123,1,-nan,-nan,-nan,-nan,-nan,-nan
2124,0,0.484937,-0.208711,1.89144,-nan,-nan,-nan
2125,0,0.483443,-0.21063,1.89139,-nan,-nan,-nan
2127,0,0.479531,-0.210088,1.89338,-nan,-nan,-nan
2128,0,0.483955,-0.208307,1.88778,-nan,-nan,-nan
2129,0,0.484107,-0.208374,1.88839,-nan,-nan,-nan
2130,0,0.479186,-0.209631,1.89234,-nan,-nan,-nan
2132,0,0.484762,-0.208644,1.89083,-nan,-nan,-nan
2133,0,0.484758,-0.208644,1.89083,-nan,-nan,-nan
2134,0,0.484905,-0.208711,1.89144,-nan,-nan,-nan
2135,1,-nan,-nan,-nan,-nan,-nan,-nan
2136,0,0.483789,-0.208239,1.88717,-nan,-nan,-nan
2137,1,-nan,-nan,-nan,-nan,-nan,-nan
2139,0,0.484284,-0.208441,1.889,-nan,-nan,-nan
2140,0,0.483948,-0.208307,1.88778,-nan,-nan,-nan
2141,0,0.483789,-0.208239,1.88717,-nan,-nan,-nan
2142,0,0.484425,-0.208509,1.88961,-nan,-nan,-nan
2143,0,0.480044,-0.210066,1.89441,-nan,-nan,-nan
2144,0,0.478501,-0.209959,1.8934,-nan,-nan,-nan
2146,0,0.476982,-0.209664,1.89311,-nan,-nan,-nan
2147,0,0.481929,-0.210871,1.89156,-nan,-nan,-nan
2148,0,0.483896,-0.208735,1.89326,-nan,-nan,-nan
2149,0,0.478003,-0.21016,1.89342,-nan,-nan,-nan
2150,0,0.484669,-0.208409,1.88871,-nan,-nan,-nan
2152,1,-nan,-nan,-nan,-nan,-nan,-nan
2153,0,0.479299,-0.210443,1.89338,-nan,-nan,-nan
2154,0,0.478411,-0.210346,1.89461,-nan,-nan,-nan
2155,1,-nan,-nan,-nan,-nan,-nan,-nan
2156,0,0.485489,-0.208975,1.89383,-nan,-nan,-nan
2158,0,0.479191,-0.210395,1.89478,-nan,-nan,-nan
2159,0,0.480854,-0.210725,1.89149,-nan,-nan,-nan
2160,1,-nan,-nan,-nan,-nan,-nan,-nan
2161,0,0.480917,-0.210668,1.89041,-nan,-nan,-nan
2163,0,0.477277,-0.210102,1.8899,-nan,-nan,-nan
2164,0,0.479239,-0.209958,1.89337,-nan,-nan,-nan
2165,1,-nan,-nan,-nan,-nan,-nan,-nan
2166,0,0.477577,-0.209784,1.89212,-nan,-nan,-nan
2167,1,-nan,-nan,-nan,-nan,-nan,-nan
2169,0,0.479691,-0.210365,1.89308,-nan,-nan,-nan
2170,0,0.481157,-0.21009,1.89457,-nan,-nan,-nan
2171,0,0.483491,-0.208104,1.88594,-nan,-nan,-nan
2172,0,-nan,-nan,-nan,-nan,-nan,-nan
2173,0,0.484272,-0.208441,1.889,-nan,-nan,-nan
2175,1,-nan,-nan,-nan,-nan,-nan,-nan
2176,0,0.484105,-0.208374,1.88839,-nan,-nan,-nan
2177,0,0.476362,-0.210313,1.89478,-nan,-nan,-nan
2178,0,0.48106,-0.210383,1.89247,-nan,-nan,-nan
2179,0,0.484758,-0.208644,1.89083,-nan,-nan,-nan
2180,1,-nan,-nan,-nan,-nan,-nan,-nan
