205,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.273064,-0.226264,1.2971
207,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.273298,-0.226405,1.29712
208,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.273588,-0.226524,1.29808
210,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.274062,-0.226075,1.29772
211,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.271024,-0.226834,1.29468
213,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.273775,-0.226479,1.29773
215,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.271308,-0.226762,1.29412
216,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.274308,-0.226679,1.29768
218,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.271582,-0.227138,1.2941
220,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.27393,-0.226375,1.29767
221,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.272376,-0.226852,1.29407
223,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.274312,-0.226446,1.29755
225,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.272079,-0.22702,1.29427
226,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.273825,-0.22639,1.29788
228,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.274184,-0.226113,1.29861
230,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.276669,-0.225428,1.30111
232,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.273715,-0.226256,1.29754
233,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.272345,-0.226616,1.29492
235,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.273535,-0.226031,1.29697
236,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.273738,-0.226116,1.29692
238,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.273905,-0.226058,1.2971
240,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.277367,-0.224786,1.29829
241,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.273789,-0.225605,1.29459
243,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,0,-0.27628,-0.223541,1.29616
245,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.27148,-0.22559,1.29652
246,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.272726,-0.22585,1.29808
248,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.266927,-0.228577,1.28774
250,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.268197,-0.226636,1.29415
252,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.267622,-0.22737,1.29053
253,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.269654,-0.227639,1.28912
255,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.273995,-0.227059,1.28702
256,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.273807,-0.225328,1.2872
258,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.273502,-0.22364,1.28444
260,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.268197,-0.21643,1.27377
261,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.267652,-0.20947,1.2674
263,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.264346,-0.201834,1.2551
264,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.26188,-0.194117,1.23414
266,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.261846,-0.188353,1.22835
268,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.253888,-0.186613,1.21176
269,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.253042,-0.188467,1.20393
271,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.249219,-0.188242,1.19023
273,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.244832,-0.190788,1.17577
275,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.239718,-0.190054,1.14735
276,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.235489,-0.187786,1.13967
278,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.224709,-0.189218,1.11723
280,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.215486,-0.191467,1.09787
282,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.205982,-0.195699,1.07556
284,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.196123,-0.202981,1.05758
285,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.19311,-0.206515,1.05356
287,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.18747,-0.214533,1.04673
289,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.194442,-0.210835,1.04639
291,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.19947,-0.205985,1.05014
293,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.188579,-0.219231,1.03764
295,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.186721,-0.225254,1.03449
298,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.187569,-0.229943,1.03027
300,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.203099,-0.21094,1.03559
303,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.202329,-0.212284,1.03364
305,-0.018599,0.963681,-0.266409,-0.552774,0.263178,-0.28504,1.03,-0.185649,-0.296565,1.02,0.0173836,0.504533,1.419,1,-0.201926,-0.205501,1.0331
