72,0,-0.335581,-0.382661,1.4531,0.0860432,0.259869,1.16799,0.828781,0.559079,0.0235036,0.194683,-0.248711,-0.94881,-0.524614,0.790932,-0.31497,104.688,11.2262,32.3336,0.562383,0.773379,0.243658,-0.161987
74,1,-0.330096,-0.36922,1.44725,0.0860432,0.259869,1.16799,0.844588,0.534261,0.0351647,0.193629,-0.243547,-0.950364,-0.499178,0.809475,-0.309145,104.374,11.1647,30.5844,0.568308,0.774158,0.235059,-0.149845
75,0,-0.328054,-0.351697,1.4472,0.0860432,0.259869,1.16799,0.869379,0.491186,0.053997,0.186664,-0.225265,-0.956249,-0.457533,0.841422,-0.287528,103.256,10.7582,27.7567,0.582363,0.771714,0.219592,-0.130727
77,0,-0.330391,-0.339555,1.45161,0.0860432,0.259869,1.16799,0.877038,0.478334,0.0447205,0.169747,-0.221456,-0.960283,-0.449433,0.849796,-0.275421,102.986,9.77309,27.1326,0.587401,0.770376,0.210313,-0.131336
78,0,-0.33298,-0.335966,1.45132,0.0860432,0.259869,1.16799,0.871912,0.487899,0.0415253,0.144975,-0.176215,-0.973617,-0.467709,0.854929,-0.224377,100.259,8.3358,28.2099,0.60649,0.753741,0.209911,-0.141356
80,0,-0.330091,-0.336545,1.45624,0.0860432,0.259869,1.16799,0.860117,0.509015,0.033215,0.122844,-0.143498,-0.981997,-0.495084,0.848712,-0.185955,98.3137,7.05624,29.9248,0.6186,0.73986,0.213506,-0.156067
82,0,-0.329954,-0.334227,1.45621,0.0860432,0.259869,1.16799,0.85249,0.522743,-0.0010456,0.0808927,-0.133895,-0.987688,-0.516447,0.841909,-0.15643,97.7202,4.63988,31.2079,0.624933,0.731918,0.206183,-0.176759
83,0,-0.331025,-0.335295,1.45473,0.0860432,0.259869,1.16799,0.861299,0.508098,5.9013e-05,0.0956011,-0.161944,-0.982158,-0.499023,0.845938,-0.188057,99.363,5.48592,30.0873,0.614675,0.743522,0.202986,-0.16777
85,0,-0.33228,-0.337561,1.45592,0.0860432,0.259869,1.16799,0.893723,0.448572,-0.00653466,0.0956465,-0.204754,-0.974129,-0.438305,0.869976,-0.225898,101.87,5.48853,26.1246,0.604787,0.762295,0.17848,-0.145888
86,0,-0.334182,-0.337774,1.45576,0.0860432,0.259869,1.16799,0.930581,0.366077,-0.00232489,0.0905506,-0.236327,-0.967445,-0.354709,0.900076,-0.25307,103.727,5.19528,20.8653,0.600247,0.777814,0.146766,-0.114756
88,0,-0.333743,-0.341329,1.45483,0.0860432,0.259869,1.16799,0.942721,0.333507,-0.0071255,0.0894486,-0.273306,-0.957759,-0.321367,0.902262,-0.287483,105.927,5.13189,18.8239,0.587778,0.791124,0.133656,-0.103806
90,0,-0.336386,-0.340863,1.45394,0.0860432,0.259869,1.16799,0.952142,0.302834,-0.0414358,0.0536855,-0.299147,-0.952696,-0.300904,0.904877,-0.301088,107.432,3.07743,17.538,0.581358,0.798808,0.111579,-0.107141
91,0,-0.33726,-0.34109,1.45566,0.0860432,0.259869,1.16799,0.963831,0.26436,-0.0338002,0.0500839,-0.304228,-0.951282,-0.261764,0.915182,-0.306465,107.735,2.8708,15.1943,0.581622,0.802266,0.0979863,-0.092103
93,0,-0.337632,-0.34197,1.45411,0.0860432,0.259869,1.16799,0.973379,0.224487,-0.0462393,0.0299349,-0.32453,-0.945402,-0.227236,0.91885,-0.322611,108.946,1.7154,13.1404,0.575812,0.809401,0.0785834,-0.0844685
94,0,-0.337335,-0.341384,1.45448,0.0860432,0.259869,1.16799,0.971716,0.231976,-0.0442086,0.0302957,-0.308115,-0.950867,-0.2342,0.922633,-0.306428,107.954,1.73608,13.5508,0.582489,0.804093,0.0815428,-0.0865597
96,0,-0.337492,-0.340975,1.45515,0.0860432,0.259869,1.16799,0.97167,0.231353,-0.0483122,0.024221,-0.300815,-0.953375,-0.235099,0.925195,-0.297896,107.512,1.3879,13.6015,0.585867,0.80162,0.0797055,-0.0883871
